image_id,source,label,split,cross_site
CHNCXR_0234_0,shenzhen,0,train,train
CHNCXR_0235_0,shenzhen,0,train,val
CHNCXR_0236_0,shenzhen,0,train,val
CHNCXR_0237_0,shenzhen,0,val,train
CHNCXR_0238_0,shenzhen,0,train,train
CHNCXR_0239_0,shenzhen,0,test,train
CHNCXR_0240_0,shenzhen,0,val,train
CHNCXR_0241_0,shenzhen,0,train,train
CHNCXR_0242_0,shenzhen,0,train,train
CHNCXR_0243_0,shenzhen,0,val,val
CHNCXR_0244_0,shenzhen,0,train,train
CHNCXR_0245_0,shenzhen,0,train,train
CHNCXR_0246_0,shenzhen,0,train,val
CHNCXR_0247_0,shenzhen,0,train,train
CHNCXR_0248_0,shenzhen,0,train,train
CHNCXR_0249_0,shenzhen,0,train,train
CHNCXR_0250_0,shenzhen,0,train,train
CHNCXR_0251_0,shenzhen,0,train,val
CHNCXR_0252_0,shenzhen,0,train,train
CHNCXR_0253_0,shenzhen,0,val,train
CHNCXR_0254_0,shenzhen,0,train,train
CHNCXR_0255_0,shenzhen,0,train,train
CHNCXR_0256_0,shenzhen,0,train,train
CHNCXR_0257_0,shenzhen,0,test,train
CHNCXR_0258_0,shenzhen,0,train,train
CHNCXR_0259_0,shenzhen,0,train,train
CHNCXR_0260_0,shenzhen,0,train,train
CHNCXR_0261_0,shenzhen,0,test,train
CHNCXR_0262_0,shenzhen,0,val,train
CHNCXR_0263_0,shenzhen,0,train,train
CHNCXR_0264_0,shenzhen,0,train,train
CHNCXR_0265_0,shenzhen,0,train,train
CHNCXR_0266_0,shenzhen,0,val,train
CHNCXR_0267_0,shenzhen,0,val,train
CHNCXR_0268_0,shenzhen,0,train,val
CHNCXR_0269_0,shenzhen,0,train,train
CHNCXR_0270_0,shenzhen,0,test,train
CHNCXR_0271_0,shenzhen,0,test,train
CHNCXR_0272_0,shenzhen,0,train,train
CHNCXR_0273_0,shenzhen,0,train,train
CHNCXR_0274_0,shenzhen,0,train,train
CHNCXR_0275_0,shenzhen,0,test,train
CHNCXR_0276_0,shenzhen,0,val,train
CHNCXR_0277_0,shenzhen,0,train,train
CHNCXR_0278_0,shenzhen,0,train,val
CHNCXR_0279_0,shenzhen,0,train,train
CHNCXR_0280_0,shenzhen,0,test,train
CHNCXR_0281_0,shenzhen,0,train,train
CHNCXR_0282_0,shenzhen,0,train,train
CHNCXR_0283_0,shenzhen,0,train,train
CHNCXR_0284_0,shenzhen,0,train,train
CHNCXR_0285_0,shenzhen,0,train,train
CHNCXR_0286_0,shenzhen,0,val,train
CHNCXR_0287_0,shenzhen,0,val,val
CHNCXR_0288_0,shenzhen,0,test,train
CHNCXR_0289_0,shenzhen,0,train,train
CHNCXR_0290_0,shenzhen,0,train,train
CHNCXR_0291_0,shenzhen,0,val,train
CHNCXR_0292_0,shenzhen,0,train,train
CHNCXR_0293_0,shenzhen,0,test,train
CHNCXR_0294_0,shenzhen,0,train,train
CHNCXR_0295_0,shenzhen,0,train,train
CHNCXR_0296_0,shenzhen,0,train,train
CHNCXR_0297_0,shenzhen,0,train,train
CHNCXR_0298_0,shenzhen,0,train,train
CHNCXR_0299_0,shenzhen,0,train,train
CHNCXR_0300_0,shenzhen,0,train,train
CHNCXR_0301_0,shenzhen,0,val,train
CHNCXR_0302_0,shenzhen,0,val,train
CHNCXR_0303_0,shenzhen,0,val,train
CHNCXR_0304_0,shenzhen,0,val,train
CHNCXR_0305_0,shenzhen,0,train,train
CHNCXR_0306_0,shenzhen,0,train,train
CHNCXR_0307_0,shenzhen,0,train,train
CHNCXR_0308_0,shenzhen,0,train,train
CHNCXR_0309_0,shenzhen,0,train,train
CHNCXR_0310_0,shenzhen,0,train,train
CHNCXR_0311_0,shenzhen,0,val,train
CHNCXR_0312_0,shenzhen,0,train,train
CHNCXR_0313_0,shenzhen,0,train,train
CHNCXR_0314_0,shenzhen,0,val,train
CHNCXR_0315_0,shenzhen,0,train,train
CHNCXR_0316_0,shenzhen,0,train,train
CHNCXR_0317_0,shenzhen,0,test,train
CHNCXR_0318_0,shenzhen,0,test,train
CHNCXR_0319_0,shenzhen,0,train,train
CHNCXR_0320_0,shenzhen,0,train,train
CHNCXR_0321_0,shenzhen,0,train,train
CHNCXR_0322_0,shenzhen,0,train,train
CHNCXR_0323_0,shenzhen,0,val,train
CHNCXR_0324_0,shenzhen,0,train,train
CHNCXR_0325_0,shenzhen,0,test,val
CHNCXR_0326_0,shenzhen,0,train,train
CHNCXR_0327_1,shenzhen,1,train,train
CHNCXR_0328_1,shenzhen,1,train,val
CHNCXR_0329_1,shenzhen,1,val,train
CHNCXR_0330_1,shenzhen,1,train,train
CHNCXR_0331_1,shenzhen,1,val,train
CHNCXR_0332_1,shenzhen,1,train,train
CHNCXR_0333_1,shenzhen,1,train,train
CHNCXR_0334_1,shenzhen,1,test,train
CHNCXR_0335_1,shenzhen,1,val,train
CHNCXR_0336_1,shenzhen,1,val,train
CHNCXR_0337_1,shenzhen,1,train,train
CHNCXR_0338_1,shenzhen,1,train,train
CHNCXR_0339_1,shenzhen,1,val,train
CHNCXR_0340_1,shenzhen,1,train,train
CHNCXR_0341_1,shenzhen,1,train,train
CHNCXR_0342_1,shenzhen,1,train,train
CHNCXR_0343_1,shenzhen,1,train,train
CHNCXR_0344_1,shenzhen,1,train,val
CHNCXR_0345_1,shenzhen,1,train,train
CHNCXR_0346_1,shenzhen,1,train,val
CHNCXR_0347_1,shenzhen,1,train,train
CHNCXR_0348_1,shenzhen,1,train,train
CHNCXR_0349_1,shenzhen,1,train,train
CHNCXR_0350_1,shenzhen,1,train,train
CHNCXR_0351_1,shenzhen,1,train,train
CHNCXR_0352_1,shenzhen,1,train,train
CHNCXR_0353_1,shenzhen,1,train,train
CHNCXR_0354_1,shenzhen,1,train,train
CHNCXR_0355_1,shenzhen,1,test,train
CHNCXR_0356_1,shenzhen,1,train,train
CHNCXR_0357_1,shenzhen,1,val,train
CHNCXR_0358_1,shenzhen,1,train,train
CHNCXR_0359_1,shenzhen,1,train,train
CHNCXR_0360_1,shenzhen,1,train,train
CHNCXR_0361_1,shenzhen,1,train,train
CHNCXR_0362_1,shenzhen,1,train,train
CHNCXR_0363_1,shenzhen,1,test,train
CHNCXR_0364_1,shenzhen,1,train,train
CHNCXR_0365_1,shenzhen,1,train,train
CHNCXR_0366_1,shenzhen,1,test,train
CHNCXR_0367_1,shenzhen,1,train,train
CHNCXR_0368_1,shenzhen,1,test,train
CHNCXR_0369_1,shenzhen,1,val,train
CHNCXR_0370_1,shenzhen,1,train,val
CHNCXR_0371_1,shenzhen,1,train,train
CHNCXR_0372_1,shenzhen,1,val,train
CHNCXR_0373_1,shenzhen,1,train,train
CHNCXR_0374_1,shenzhen,1,train,val
CHNCXR_0375_1,shenzhen,1,train,train
CHNCXR_0376_1,shenzhen,1,train,train
CHNCXR_0377_1,shenzhen,1,train,train
CHNCXR_0378_1,shenzhen,1,test,train
CHNCXR_0379_1,shenzhen,1,train,train
CHNCXR_0380_1,shenzhen,1,train,train
CHNCXR_0381_1,shenzhen,1,train,train
CHNCXR_0382_1,shenzhen,1,test,train
CHNCXR_0383_1,shenzhen,1,train,train
CHNCXR_0384_1,shenzhen,1,train,train
CHNCXR_0385_1,shenzhen,1,val,train
CHNCXR_0386_1,shenzhen,1,val,train
CHNCXR_0387_1,shenzhen,1,train,train
CHNCXR_0388_1,shenzhen,1,val,train
CHNCXR_0389_1,shenzhen,1,train,train
CHNCXR_0390_1,shenzhen,1,val,train
CHNCXR_0391_1,shenzhen,1,val,train
CHNCXR_0392_1,shenzhen,1,train,train
CHNCXR_0393_1,shenzhen,1,test,train
CHNCXR_0394_1,shenzhen,1,train,val
CHNCXR_0395_1,shenzhen,1,train,train
CHNCXR_0396_1,shenzhen,1,train,train
CHNCXR_0397_1,shenzhen,1,train,train
CHNCXR_0398_1,shenzhen,1,train,train
CHNCXR_0399_1,shenzhen,1,test,train
CHNCXR_0400_1,shenzhen,1,test,train
CHNCXR_0401_1,shenzhen,1,train,train
CHNCXR_0402_1,shenzhen,1,val,train
CHNCXR_0403_1,shenzhen,1,test,train
CHNCXR_0404_1,shenzhen,1,train,train
CHNCXR_0405_1,shenzhen,1,train,train
CHNCXR_0406_1,shenzhen,1,val,train
CHNCXR_0407_1,shenzhen,1,train,train
CHNCXR_0408_1,shenzhen,1,test,train
CHNCXR_0409_1,shenzhen,1,train,train
CHNCXR_0410_1,shenzhen,1,train,train
CHNCXR_0411_1,shenzhen,1,val,train
CHNCXR_0412_1,shenzhen,1,train,train
CHNCXR_0413_1,shenzhen,1,train,train
CHNCXR_0414_1,shenzhen,1,test,train
CHNCXR_0415_1,shenzhen,1,train,train
CHNCXR_0416_1,shenzhen,1,test,train
CHNCXR_0417_1,shenzhen,1,train,train
CHNCXR_0418_1,shenzhen,1,train,train
CHNCXR_0419_1,shenzhen,1,test,train
CHNCXR_0420_1,shenzhen,1,train,train
CHNCXR_0421_1,shenzhen,1,train,train
CHNCXR_0422_1,shenzhen,1,train,train
CHNCXR_0423_1,shenzhen,1,train,train
CHNCXR_0424_1,shenzhen,1,train,train
CHNCXR_0425_1,shenzhen,1,test,train
CHNCXR_0426_1,shenzhen,1,train,train
CHNCXR_0427_1,shenzhen,1,train,train
CHNCXR_0428_1,shenzhen,1,train,train
CHNCXR_0429_1,shenzhen,1,test,train
CHNCXR_0430_1,shenzhen,1,test,train
CHNCXR_0431_1,shenzhen,1,train,train
CHNCXR_0432_1,shenzhen,1,test,val
CHNCXR_0433_1,shenzhen,1,train,train
CHNCXR_0434_1,shenzhen,1,val,val
CHNCXR_0435_1,shenzhen,1,test,train
CHNCXR_0436_1,shenzhen,1,train,train
CHNCXR_0437_1,shenzhen,1,train,train
CHNCXR_0438_1,shenzhen,1,train,train
CHNCXR_0439_1,shenzhen,1,train,train
CHNCXR_0440_1,shenzhen,1,train,train
CHNCXR_0441_1,shenzhen,1,test,train
CHNCXR_0442_1,shenzhen,1,train,train
CHNCXR_0443_1,shenzhen,1,train,val
CHNCXR_0444_1,shenzhen,1,train,train
CHNCXR_0445_1,shenzhen,1,train,train
CHNCXR_0446_1,shenzhen,1,val,train
CHNCXR_0447_1,shenzhen,1,train,train
CHNCXR_0448_1,shenzhen,1,train,train
CHNCXR_0449_1,shenzhen,1,test,train
CHNCXR_0450_1,shenzhen,1,train,train
CHNCXR_0451_1,shenzhen,1,train,train
CHNCXR_0452_1,shenzhen,1,train,train
CHNCXR_0453_1,shenzhen,1,val,train
CHNCXR_0454_1,shenzhen,1,val,train
CHNCXR_0455_1,shenzhen,1,val,train
CHNCXR_0456_1,shenzhen,1,train,train
CHNCXR_0457_1,shenzhen,1,test,train
CHNCXR_0458_1,shenzhen,1,val,train
CHNCXR_0459_1,shenzhen,1,train,train
CHNCXR_0460_1,shenzhen,1,train,train
CHNCXR_0461_1,shenzhen,1,train,train
CHNCXR_0462_1,shenzhen,1,train,train
CHNCXR_0463_1,shenzhen,1,test,train
CHNCXR_0464_1,shenzhen,1,val,train
CHNCXR_0465_1,shenzhen,1,train,train
CHNCXR_0466_1,shenzhen,1,test,train
CHNCXR_0467_1,shenzhen,1,train,train
CHNCXR_0468_1,shenzhen,1,test,train
CHNCXR_0469_1,shenzhen,1,train,train
CHNCXR_0470_1,shenzhen,1,train,train
CHNCXR_0471_1,shenzhen,1,train,train
CHNCXR_0472_1,shenzhen,1,train,train
CHNCXR_0473_1,shenzhen,1,test,train
CHNCXR_0474_1,shenzhen,1,train,val
CHNCXR_0475_1,shenzhen,1,train,train
CHNCXR_0476_1,shenzhen,1,train,train
CHNCXR_0477_1,shenzhen,1,train,val
CHNCXR_0478_1,shenzhen,1,train,train
CHNCXR_0479_1,shenzhen,1,train,train
CHNCXR_0480_1,shenzhen,1,train,val
CHNCXR_0481_1,shenzhen,1,test,train
CHNCXR_0482_1,shenzhen,1,train,train
CHNCXR_0483_1,shenzhen,1,train,train
CHNCXR_0484_1,shenzhen,1,train,train
CHNCXR_0485_1,shenzhen,1,train,train
CHNCXR_0486_1,shenzhen,1,train,train
CHNCXR_0487_1,shenzhen,1,train,train
CHNCXR_0488_1,shenzhen,1,train,train
CHNCXR_0489_1,shenzhen,1,train,train
CHNCXR_0490_1,shenzhen,1,train,train
CHNCXR_0491_1,shenzhen,1,test,train
CHNCXR_0492_1,shenzhen,1,train,val
CHNCXR_0493_1,shenzhen,1,train,train
CHNCXR_0494_1,shenzhen,1,test,val
CHNCXR_0495_1,shenzhen,1,train,train
CHNCXR_0496_1,shenzhen,1,val,train
CHNCXR_0497_1,shenzhen,1,train,train
CHNCXR_0498_1,shenzhen,1,val,train
CHNCXR_0499_1,shenzhen,1,train,val
CHNCXR_0500_1,shenzhen,1,train,train
CHNCXR_0501_1,shenzhen,1,train,train
CHNCXR_0502_1,shenzhen,1,train,train
CHNCXR_0503_1,shenzhen,1,train,train
CHNCXR_0504_1,shenzhen,1,test,train
CHNCXR_0505_1,shenzhen,1,val,val
CHNCXR_0506_1,shenzhen,1,val,train
CHNCXR_0507_1,shenzhen,1,train,train
CHNCXR_0508_1,shenzhen,1,train,train
CHNCXR_0509_1,shenzhen,1,train,train
CHNCXR_0510_1,shenzhen,1,train,train
CHNCXR_0511_1,shenzhen,1,val,train
CHNCXR_0512_1,shenzhen,1,train,train
CHNCXR_0513_1,shenzhen,1,train,train
CHNCXR_0514_1,shenzhen,1,train,train
CHNCXR_0515_1,shenzhen,1,train,train
CHNCXR_0516_1,shenzhen,1,train,train
CHNCXR_0517_1,shenzhen,1,train,train
CHNCXR_0518_1,shenzhen,1,val,train
CHNCXR_0519_1,shenzhen,1,val,val
CHNCXR_0520_1,shenzhen,1,train,val
CHNCXR_0521_1,shenzhen,1,test,train
CHNCXR_0522_1,shenzhen,1,train,train
CHNCXR_0523_1,shenzhen,1,train,train
CHNCXR_0524_1,shenzhen,1,train,train
CHNCXR_0525_1,shenzhen,1,train,train
CHNCXR_0526_1,shenzhen,1,train,train
CHNCXR_0527_1,shenzhen,1,train,train
CHNCXR_0528_1,shenzhen,1,val,train
CHNCXR_0529_1,shenzhen,1,train,val
CHNCXR_0530_1,shenzhen,1,train,train
CHNCXR_0531_1,shenzhen,1,train,train
CHNCXR_0532_1,shenzhen,1,train,train
CHNCXR_0533_1,shenzhen,1,train,train
CHNCXR_0534_1,shenzhen,1,train,train
CHNCXR_0535_1,shenzhen,1,train,train
CHNCXR_0536_1,shenzhen,1,train,train
CHNCXR_0537_1,shenzhen,1,train,train
CHNCXR_0538_1,shenzhen,1,train,train
CHNCXR_0539_1,shenzhen,1,train,train
CHNCXR_0540_1,shenzhen,1,train,train
CHNCXR_0541_1,shenzhen,1,train,train
CHNCXR_0542_1,shenzhen,1,train,train
CHNCXR_0543_1,shenzhen,1,train,train
CHNCXR_0544_1,shenzhen,1,train,train
CHNCXR_0545_1,shenzhen,1,train,train
CHNCXR_0546_1,shenzhen,1,val,train
CHNCXR_0547_1,shenzhen,1,test,train
CHNCXR_0548_1,shenzhen,1,train,val
CHNCXR_0549_1,shenzhen,1,train,train
CHNCXR_0550_1,shenzhen,1,test,train
CHNCXR_0551_1,shenzhen,1,train,train
CHNCXR_0552_1,shenzhen,1,val,train
CHNCXR_0553_1,shenzhen,1,train,train
CHNCXR_0554_1,shenzhen,1,train,train
CHNCXR_0555_1,shenzhen,1,test,val
CHNCXR_0556_1,shenzhen,1,train,train
CHNCXR_0557_1,shenzhen,1,train,train
CHNCXR_0558_1,shenzhen,1,val,train
CHNCXR_0559_1,shenzhen,1,test,train
CHNCXR_0560_1,shenzhen,1,train,val
CHNCXR_0561_1,shenzhen,1,val,val
CHNCXR_0562_1,shenzhen,1,train,train
CHNCXR_0563_1,shenzhen,1,train,train
CHNCXR_0564_1,shenzhen,1,train,train
CHNCXR_0565_1,shenzhen,1,train,train
CHNCXR_0566_1,shenzhen,1,train,train
CHNCXR_0567_1,shenzhen,1,train,train
CHNCXR_0568_1,shenzhen,1,train,train
CHNCXR_0569_1,shenzhen,1,val,train
CHNCXR_0570_1,shenzhen,1,test,train
CHNCXR_0571_1,shenzhen,1,val,train
CHNCXR_0572_1,shenzhen,1,train,train
CHNCXR_0573_1,shenzhen,1,test,train
CHNCXR_0574_1,shenzhen,1,train,train
CHNCXR_0575_1,shenzhen,1,train,train
CHNCXR_0576_1,shenzhen,1,train,train
CHNCXR_0577_1,shenzhen,1,train,train
CHNCXR_0578_1,shenzhen,1,train,train
CHNCXR_0579_1,shenzhen,1,train,train
CHNCXR_0580_1,shenzhen,1,test,val
CHNCXR_0581_1,shenzhen,1,test,train
CHNCXR_0582_1,shenzhen,1,train,train
